Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Brazil,BRA,2004,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,322.15815720138
Brazil,BRA,2003,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,315.684800619306
Brazil,BRA,2002,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,264.490172269972
Brazil,BRA,2016,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,186.096114898241
Brazil,BRA,2015,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,160.66217658533
Brazil,BRA,2014,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,173.054797733529
Brazil,BRA,2013,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,173.934941768062
Brazil,BRA,2012,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,177.579045408845
Brazil,BRA,2011,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,183.014804975579
Brazil,BRA,2010,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,156.189872518227
Brazil,BRA,2009,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,118.256743327655
Brazil,BRA,2008,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,141.838604982206
Brazil,BRA,2007,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,165.169737380827
Brazil,BRA,2006,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,124.031867468147
Brazil,BRA,2005,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,120.100351374409
Brazil,BRA,2004,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,150.94595108815
Brazil,BRA,2003,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,152.305241823189
Brazil,BRA,2002,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,120.840839620187
Brazil,BRA,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,2835460
Brazil,BRA,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,2840830
Brazil,BRA,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,2835790
Brazil,BRA,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,2795620
Brazil,BRA,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,2756070
Brazil,BRA,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,2753730
Brazil,BRA,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,2734630
Brazil,BRA,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,2735400
Brazil,BRA,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,2735000
Brazil,BRA,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,2716380
Brazil,BRA,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,2727840
Brazil,BRA,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,2724325.9375
Brazil,BRA,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,2721320
Brazil,BRA,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,2684690
Brazil,BRA,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,2658680
Brazil,BRA,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,2634650
Brazil,BRA,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,2614060
Brazil,BRA,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,2607590
Brazil,BRA,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,2601120
Brazil,BRA,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,2595660
Brazil,BRA,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,2590190
Brazil,BRA,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,2584720
Brazil,BRA,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,2514180
Brazil,BRA,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,2494630
Brazil,BRA,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,2467090
Brazil,BRA,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,2449410
Brazil,BRA,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,2416080
Brazil,BRA,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,2394320
Brazil,BRA,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,2376870
Brazil,BRA,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,2357910
Brazil,BRA,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,2340550
Brazil,BRA,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,2310410
Brazil,BRA,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,2299240
Brazil,BRA,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,2288210
Brazil,BRA,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,2281360
Brazil,BRA,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,2258240
Brazil,BRA,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,2242780
Brazil,BRA,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,2225130
Brazil,BRA,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,2200390
Brazil,BRA,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,2185500
Brazil,BRA,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,2160070
Brazil,BRA,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,2134160
Brazil,BRA,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,2100430
Brazil,BRA,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,2058610
Brazil,BRA,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,2028370
Brazil,BRA,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,1996320
Brazil,BRA,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,1953970
Brazil,BRA,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,1937780
Brazil,BRA,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,1852230
Brazil,BRA,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,1795890
Brazil,BRA,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,1750940
Brazil,BRA,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,1703950
Brazil,BRA,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,1660410
Brazil,BRA,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,1615110
Brazil,BRA,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,1559130
Brazil,BRA,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,1505310
Brazil,BRA,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.9245334488295
Brazil,BRA,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.9887821931674
Brazil,BRA,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.9284816956883
Brazil,BRA,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.4478723735185
Brazil,BRA,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.9746809696894
Brazil,BRA,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.9466843101456
Brazil,BRA,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7181645677148
Brazil,BRA,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7273771437186
Brazil,BRA,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7225913899504
Brazil,BRA,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.4998145520415
Brazil,BRA,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.6369263974999
Brazil,BRA,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.5948828028724
Brazil,BRA,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.5589186110785
Brazil,BRA,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.1206632097572
Brazil,BRA,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.8094695709811
Brazil,BRA,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.5219654133575
Brazil,BRA,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.2756187381403
Brazil,BRA,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.1982091709399
Brazil,BRA,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.1207996037396
Brazil,BRA,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.0554740648039
Brazil,BRA,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.990028882024
Brazil,BRA,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.9245836992441
Brazil,BRA,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.080616022225
Brazil,BRA,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.8467123068051
Brazil,BRA,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.5172131598657
Brazil,BRA,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.305682843312
Brazil,BRA,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9069099105782
Brazil,BRA,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.646564905589
Brazil,BRA,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.4377863974521
Brazil,BRA,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.2109416688402
Brazil,BRA,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.0032399553011
Brazil,BRA,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.6426334088685
Brazil,BRA,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.508991234892
Brazil,BRA,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.3770240747343
Brazil,BRA,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.2950680414542
Brazil,BRA,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.0184514736532
Brazil,BRA,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.833482090513
Brazil,BRA,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.6223107054919
Brazil,BRA,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.3263118349298
Brazil,BRA,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.1481621509092
Brazil,BRA,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.8439078550969
Brazil,BRA,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.5339106547629
Brazil,BRA,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.1303519682609
Brazil,BRA,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.6300014117974
Brazil,BRA,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.2681984269227
Brazil,BRA,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.8847399062471
Brazil,BRA,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.3780482260407
Brazil,BRA,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.1843448422735
Brazil,BRA,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,22.1607917551034
Brazil,BRA,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.4867183368549
Brazil,BRA,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.9489192571553
Brazil,BRA,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.386712833238
Brazil,BRA,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.8657835355713
Brazil,BRA,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.3237969213246
Brazil,BRA,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.6540306814674
Brazil,BRA,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.0101075119584
Brazil,BRA,2016,Arable land (hectares),AG.LND.ARBL.HA,80976000
Brazil,BRA,2015,Arable land (hectares),AG.LND.ARBL.HA,81513000
Brazil,BRA,2014,Arable land (hectares),AG.LND.ARBL.HA,81007000
Brazil,BRA,2013,Arable land (hectares),AG.LND.ARBL.HA,76762000
Brazil,BRA,2012,Arable land (hectares),AG.LND.ARBL.HA,72607000
Brazil,BRA,2011,Arable land (hectares),AG.LND.ARBL.HA,72273000
Brazil,BRA,2010,Arable land (hectares),AG.LND.ARBL.HA,70363000
Brazil,BRA,2009,Arable land (hectares),AG.LND.ARBL.HA,70440000
Brazil,BRA,2008,Arable land (hectares),AG.LND.ARBL.HA,70250000
Brazil,BRA,2007,Arable land (hectares),AG.LND.ARBL.HA,68388000
Brazil,BRA,2006,Arable land (hectares),AG.LND.ARBL.HA,69538000
Brazil,BRA,2005,Arable land (hectares),AG.LND.ARBL.HA,69157000
Brazil,BRA,2004,Arable land (hectares),AG.LND.ARBL.HA,68327000
Brazil,BRA,2003,Arable land (hectares),AG.LND.ARBL.HA,64634000
Brazil,BRA,2002,Arable land (hectares),AG.LND.ARBL.HA,61504000
Brazil,BRA,2001,Arable land (hectares),AG.LND.ARBL.HA,59071000
Brazil,BRA,2000,Arable land (hectares),AG.LND.ARBL.HA,57776398.4375
Brazil,BRA,1999,Arable land (hectares),AG.LND.ARBL.HA,57746800.78125
Brazil,BRA,1998,Arable land (hectares),AG.LND.ARBL.HA,57717199.21875
Brazil,BRA,1997,Arable land (hectares),AG.LND.ARBL.HA,57788000
Brazil,BRA,1996,Arable land (hectares),AG.LND.ARBL.HA,57858000
Brazil,BRA,1995,Arable land (hectares),AG.LND.ARBL.HA,58059000
Brazil,BRA,1994,Arable land (hectares),AG.LND.ARBL.HA,52745000
Brazil,BRA,1993,Arable land (hectares),AG.LND.ARBL.HA,52264000
Brazil,BRA,1992,Arable land (hectares),AG.LND.ARBL.HA,51803000
Brazil,BRA,1991,Arable land (hectares),AG.LND.ARBL.HA,51998000
Brazil,BRA,1990,Arable land (hectares),AG.LND.ARBL.HA,50681000
Brazil,BRA,1989,Arable land (hectares),AG.LND.ARBL.HA,49900000
Brazil,BRA,1988,Arable land (hectares),AG.LND.ARBL.HA,49800000
Brazil,BRA,1987,Arable land (hectares),AG.LND.ARBL.HA,49500000
Brazil,BRA,1986,Arable land (hectares),AG.LND.ARBL.HA,49000000
Brazil,BRA,1985,Arable land (hectares),AG.LND.ARBL.HA,47300000
Brazil,BRA,1984,Arable land (hectares),AG.LND.ARBL.HA,47100000
Brazil,BRA,1983,Arable land (hectares),AG.LND.ARBL.HA,47000000
Brazil,BRA,1982,Arable land (hectares),AG.LND.ARBL.HA,47000000
Brazil,BRA,1981,Arable land (hectares),AG.LND.ARBL.HA,45600000
Brazil,BRA,1980,Arable land (hectares),AG.LND.ARBL.HA,45000000
Brazil,BRA,1979,Arable land (hectares),AG.LND.ARBL.HA,44900000
Brazil,BRA,1978,Arable land (hectares),AG.LND.ARBL.HA,44000000
Brazil,BRA,1977,Arable land (hectares),AG.LND.ARBL.HA,44000000
Brazil,BRA,1976,Arable land (hectares),AG.LND.ARBL.HA,43000000
Brazil,BRA,1975,Arable land (hectares),AG.LND.ARBL.HA,42000000
Brazil,BRA,1974,Arable land (hectares),AG.LND.ARBL.HA,41000000
Brazil,BRA,1973,Arable land (hectares),AG.LND.ARBL.HA,39000000
Brazil,BRA,1972,Arable land (hectares),AG.LND.ARBL.HA,38000000
Brazil,BRA,1971,Arable land (hectares),AG.LND.ARBL.HA,37000000
Brazil,BRA,1970,Arable land (hectares),AG.LND.ARBL.HA,35000000
Brazil,BRA,1969,Arable land (hectares),AG.LND.ARBL.HA,33000000
Brazil,BRA,1968,Arable land (hectares),AG.LND.ARBL.HA,32000000
Brazil,BRA,1967,Arable land (hectares),AG.LND.ARBL.HA,30000000
Brazil,BRA,1966,Arable land (hectares),AG.LND.ARBL.HA,29000000
Brazil,BRA,1965,Arable land (hectares),AG.LND.ARBL.HA,28000000
Brazil,BRA,1964,Arable land (hectares),AG.LND.ARBL.HA,27000000
Brazil,BRA,1963,Arable land (hectares),AG.LND.ARBL.HA,26000000
Brazil,BRA,1962,Arable land (hectares),AG.LND.ARBL.HA,24000000
Brazil,BRA,1961,Arable land (hectares),AG.LND.ARBL.HA,22118000
Brazil,BRA,2016,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.392776478897592
Brazil,BRA,2015,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.398651610433321
Brazil,BRA,2014,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.39951424252468
Brazil,BRA,2013,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.381832293906228
Brazil,BRA,2012,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.364333309033407
Brazil,BRA,2011,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.365912313065529
Brazil,BRA,2010,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.359520173441161
Brazil,BRA,2009,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.363305320863275
Brazil,BRA,2008,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.36582756637203
Brazil,BRA,2007,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.359689899844182
Brazil,BRA,2006,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.369554004893389
Brazil,BRA,2005,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.371557924049352
Brazil,BRA,2004,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.371329312036569
Brazil,BRA,2003,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.355504471978284
Brazil,BRA,2002,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.342569063001427
Brazil,BRA,2001,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.333365211394606
Brazil,BRA,2000,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.330546862243646
Brazil,BRA,1999,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.335116323180004
Brazil,BRA,1998,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.339942363772766
Brazil,BRA,1997,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.345603323839429
Brazil,BRA,1996,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.351475319140416
Brazil,BRA,1995,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.358344878828956
Brazil,BRA,1994,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.330829213246295
Brazil,BRA,1993,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.333212032014622
Brazil,BRA,1992,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.335817504258088
Brazil,BRA,1991,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.342886132545451
Brazil,BRA,1990,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.340133582211171
Brazil,BRA,1989,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.341013998221424
Brazil,BRA,1988,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.346730249846368
Brazil,BRA,1987,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.351333928334494
Brazil,BRA,1986,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.354792455392017
Brazil,BRA,1985,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.349660481889805
Brazil,BRA,1984,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.355784337222275
Brazil,BRA,1983,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.363077858593673
Brazil,BRA,1982,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.37154645397092
Brazil,BRA,1981,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.369020630656743
Brazil,BRA,1980,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.37284369268072
Brazil,BRA,1979,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.380900960736568
Brazil,BRA,1978,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.382206039927345
Brazil,BRA,1977,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.391370661175902
Brazil,BRA,1976,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.391653453220338
Brazil,BRA,1975,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.391731828225034
Brazil,BRA,1974,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.391571853272716
Brazil,BRA,1973,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.381382670012547
Brazil,BRA,1972,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.380535097037401
Brazil,BRA,1971,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.37955366950436
Brazil,BRA,1970,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.367982320867652
Brazil,BRA,1969,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.355808137642631
Brazil,BRA,1968,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.354032903309111
Brazil,BRA,1967,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.340770405098998
Brazil,BRA,1966,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.338403532326085
Brazil,BRA,1965,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.335838005179821
Brazil,BRA,1964,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.333067820712947
Brazil,BRA,1963,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.330063768193067
Brazil,BRA,1962,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.313666742260352
Brazil,BRA,1961,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.297639621450523
Brazil,BRA,2016,Arable land (% of land area),AG.LND.ARBL.ZS,9.68827992830941
Brazil,BRA,2015,Arable land (% of land area),AG.LND.ARBL.ZS,9.75252867264726
Brazil,BRA,2014,Arable land (% of land area),AG.LND.ARBL.ZS,9.69198888747975
Brazil,BRA,2013,Arable land (% of land area),AG.LND.ARBL.ZS,9.18410076883134
Brazil,BRA,2012,Arable land (% of land area),AG.LND.ARBL.ZS,8.68698059616135
Brazil,BRA,2011,Arable land (% of land area),AG.LND.ARBL.ZS,8.64701955219702
Brazil,BRA,2010,Arable land (% of land area),AG.LND.ARBL.ZS,8.41849980976629
